Date,Time,Condition,Temperature,Wind,Wind Direction,Humidity,Barometer,Visibility,AM/PM,time_clean,time_round
20220213,7:53 PM,Clear,56,5 mph,Wind blowing from 300° West-northwest to East-southeast,87%,30.17 Hg,10 mi,PM,1953,2000
20220213,8:53 PM,Clear,54,6 mph,Wind blowing from 310° Northwest to Southeast,90%,30.19 Hg,10 mi,PM,2053,2100
20220213,9:53 PM,Passing clouds,53,6 mph,Wind blowing from 330° North-northwest to South-southeast,89%,30.19 Hg,10 mi,PM,2153,2200
20220213,10:53 PM,Passing clouds,51,3 mph,Wind blowing from 0° North to South,92%,30.19 Hg,10 mi,PM,2253,2300
20220213,11:53 PM,Fog,51,5 mph,Wind blowing from 340° North-northwest to South-southeast,96%,30.20 Hg,0 mi,PM,2353,2400
20220214,1:53 PM,Overcast,54,15 mph,Wind blowing from 260° West to East,74%,30.10 Hg,10 mi,PM,1353,1400
20220214,2:36 PM,Overcast,53,12 mph,Wind blowing from 270° West to East,80%,30.09 Hg,10 mi,PM,1436,1500
20220214,2:53 PM,Overcast,53,18 mph,Wind blowing from 270° West to East,80%,30.08 Hg,10 mi,PM,1453,1500
20220214,3:53 PM,Partly sunny,54,16 mph,Wind blowing from 260° West to East,77%,30.06 Hg,10 mi,PM,1553,1600
20220214,5:53 PM,Passing clouds,53,20 mph,Wind blowing from 270° West to East,77%,30.01 Hg,10 mi,PM,1753,1800
20220214,6:53 PM,Passing clouds,53,28 mph,Wind blowing from 280° West to East,77%,30.01 Hg,10 mi,PM,1853,1900
20220214,7:53 PM,Partly cloudy,52,23 mph,Wind blowing from 280° West to East,83%,30.02 Hg,10 mi,PM,1953,2000
20220214,8:53 PM,Passing clouds,52,18 mph,Wind blowing from 270° West to East,80%,30.02 Hg,10 mi,PM,2053,2100
20220214,9:53 PM,Passing clouds,52,18 mph,Wind blowing from 280° West to East,75%,30.02 Hg,10 mi,PM,2153,2200
20220214,10:53 PM,Passing clouds,51,20 mph,Wind blowing from 280° West to East,74%,30.00 Hg,10 mi,PM,2253,2300
20220214,11:53 PM,Passing clouds,50,13 mph,Wind blowing from 300° West-northwest to East-southeast,74%,30.02 Hg,10 mi,PM,2353,2400
20220215,1:53 PM,Passing clouds,60,17 mph,Wind blowing from 290° West-northwest to East-southeast,33%,29.93 Hg,10 mi,PM,1353,1400
20220215,2:53 PM,Passing clouds,61,17 mph,Wind blowing from 290° West-northwest to East-southeast,34%,29.91 Hg,10 mi,PM,1453,1500
20220215,3:53 PM,Passing clouds,60,14 mph,Wind blowing from 290° West-northwest to East-southeast,41%,29.90 Hg,10 mi,PM,1553,1600
20220215,4:53 PM,Passing clouds,61,9 mph,Wind blowing from 0° North to South,25%,29.92 Hg,10 mi,PM,1653,1700
20220215,5:53 PM,Passing clouds,56,12 mph,Wind blowing from 290° West-northwest to East-southeast,60%,29.94 Hg,10 mi,PM,1753,1800
20220215,6:53 PM,Passing clouds,54,8 mph,Wind blowing from 300° West-northwest to East-southeast,69%,29.94 Hg,10 mi,PM,1853,1900
20220215,7:53 PM,Clear,53,5 mph,Wind blowing from 330° North-northwest to South-southeast,72%,29.96 Hg,10 mi,PM,1953,2000
20220215,8:53 PM,Clear,51,7 mph,Wind blowing from 330° North-northwest to South-southeast,66%,29.97 Hg,10 mi,PM,2053,2100
20220215,9:53 PM,Clear,52,6 mph,Wind blowing from 330° North-northwest to South-southeast,64%,29.98 Hg,10 mi,PM,2153,2200
20220215,10:53 PM,Clear,50,7 mph,Wind blowing from 340° North-northwest to South-southeast,63%,29.98 Hg,10 mi,PM,2253,2300
20220215,11:53 PM,Clear,53,8 mph,Wind blowing from 320° Northwest to Southeast,47%,30.00 Hg,10 mi,PM,2353,2400
20220216,1:53 PM,Sunny,65,14 mph,Wind blowing from 300° West-northwest to East-southeast,40%,30.02 Hg,10 mi,PM,1353,1400
20220216,3:53 PM,Sunny,64,14 mph,Wind blowing from 280° West to East,52%,30.02 Hg,10 mi,PM,1553,1600
20220216,4:53 PM,Sunny,62,6 mph,Wind blowing from 270° West to East,60%,30.02 Hg,10 mi,PM,1653,1700
20220216,5:53 PM,Passing clouds,59,8 mph,Wind blowing from 270° West to East,69%,30.04 Hg,10 mi,PM,1753,1800
20220216,6:53 PM,Passing clouds,59,7 mph,Wind blowing from 330° North-northwest to South-southeast,58%,30.06 Hg,10 mi,PM,1853,1900
20220216,7:53 PM,Clear,63,16 mph,Wind blowing from 10° North to South,29%,30.08 Hg,10 mi,PM,1953,2000
20220216,8:53 PM,Clear,63,12 mph,Wind blowing from 10° North to South,28%,30.10 Hg,10 mi,PM,2053,2100
20220216,9:53 PM,Clear,64,16 mph,Wind blowing from 10° North to South,25%,30.12 Hg,10 mi,PM,2153,2200
20220216,10:53 PM,Clear,63,14 mph,Wind blowing from 10° North to South,24%,30.13 Hg,10 mi,PM,2253,2300
20220216,11:53 PM,Clear,59,8 mph,Wind blowing from 320° Northwest to Southeast,32%,30.15 Hg,10 mi,PM,2353,2400
20220217,1:53 PM,Sunny,63,9 mph,Wind blowing from 230° Southwest to Northeast,41%,30.29 Hg,10 mi,PM,1353,1400
20220217,2:53 PM,Passing clouds,64,8 mph,Wind blowing from 250° West-southwest to East-northeast,35%,30.27 Hg,10 mi,PM,1453,1500
20220217,3:53 PM,Passing clouds,65,7 mph,Wind blowing from 260° West to East,36%,30.26 Hg,10 mi,PM,1553,1600
20220217,4:53 PM,Passing clouds,61,5 mph,Wind blowing from 240° West-southwest to East-northeast,58%,30.26 Hg,10 mi,PM,1653,1700
20220217,5:53 PM,Passing clouds,58,6 mph,Wind blowing from 300° West-northwest to East-southeast,62%,30.27 Hg,10 mi,PM,1753,1800
20220217,6:53 PM,Passing clouds,56,8 mph,Wind blowing from 310° Northwest to Southeast,49%,30.29 Hg,10 mi,PM,1853,1900
20220217,7:53 PM,Passing clouds,55,5 mph,Wind blowing from 310° Northwest to Southeast,49%,30.31 Hg,10 mi,PM,1953,2000
20220217,8:53 PM,Clear,53,6 mph,Wind blowing from 310° Northwest to Southeast,69%,30.31 Hg,10 mi,PM,2053,2100
20220217,9:53 PM,Clear,49,No wind,Wind blowing from 0° North to South,71%,30.32 Hg,10 mi,PM,2153,2200
20220217,10:53 PM,Clear,48,No wind,Wind blowing from 0° North to South,71%,30.32 Hg,10 mi,PM,2253,2300
20220217,11:53 PM,Clear,47,No wind,Wind blowing from 0° North to South,80%,30.32 Hg,10 mi,PM,2353,2400
20220218,1:53 PM,Scattered clouds,61,7 mph,Wind blowing from 290° West-northwest to East-southeast,41%,30.23 Hg,10 mi,PM,1353,1400
20220218,2:53 PM,Scattered clouds,65,10 mph,Wind blowing from 310° Northwest to Southeast,44%,30.21 Hg,10 mi,PM,1453,1500
20220218,3:53 PM,Scattered clouds,64,8 mph,Wind blowing from 300° West-northwest to East-southeast,49%,30.19 Hg,10 mi,PM,1553,1600
20220218,4:53 PM,Scattered clouds,62,9 mph,Wind blowing from 280° West to East,56%,30.18 Hg,10 mi,PM,1653,1700
20220218,5:53 PM,Passing clouds,57,7 mph,Wind blowing from 290° West-northwest to East-southeast,72%,30.18 Hg,10 mi,PM,1753,1800
20220218,6:53 PM,Passing clouds,57,3 mph,Wind blowing from 280° West to East,72%,30.19 Hg,10 mi,PM,1853,1900
20220218,7:53 PM,Passing clouds,54,No wind,Wind blowing from 0° North to South,77%,30.19 Hg,10 mi,PM,1953,2000
20220218,8:53 PM,Passing clouds,54,5 mph,Wind blowing from 310° Northwest to Southeast,69%,30.19 Hg,10 mi,PM,2053,2100
20220218,9:53 PM,Passing clouds,53,No wind,Wind blowing from 0° North to South,69%,30.20 Hg,10 mi,PM,2153,2200
20220218,10:53 PM,Passing clouds,50,No wind,Wind blowing from 0° North to South,77%,30.19 Hg,10 mi,PM,2253,2300
20220218,11:53 PM,Passing clouds,46,No wind,Wind blowing from 0° North to South,86%,30.19 Hg,10 mi,PM,2353,2400
20220216,12:53 PM,Sunny,64,14 mph,Wind blowing from 280° West to East,41%,30.04 Hg,10 mi,PM,1253,1300
20220219,4:53 PM,Sunny,63,7 mph,Wind blowing from 280° West to East,58%,30.05 Hg,10 mi,PM,1653,1700
20220219,5:53 PM,Clear,59,8 mph,Wind blowing from 300° West-northwest to East-southeast,67%,30.04 Hg,10 mi,PM,1753,1800
20220219,6:53 PM,Clear,59,6 mph,Wind blowing from 320° Northwest to Southeast,56%,30.04 Hg,10 mi,PM,1853,1900
20220219,7:53 PM,Clear,57,3 mph,Wind blowing from 340° North-northwest to South-southeast,67%,30.05 Hg,10 mi,PM,1953,2000
20220219,8:53 PM,Passing clouds,56,3 mph,Wind blowing from 290° West-northwest to East-southeast,81%,30.05 Hg,10 mi,PM,2053,2100
20220219,9:53 PM,Passing clouds,52,8 mph,Wind blowing from 300° West-northwest to East-southeast,86%,30.06 Hg,10 mi,PM,2153,2200
20220219,10:53 PM,Passing clouds,52,8 mph,Wind blowing from 290° West-northwest to East-southeast,86%,30.06 Hg,10 mi,PM,2253,2300
20220219,11:53 PM,Passing clouds,50,12 mph,Wind blowing from 290° West-northwest to East-southeast,86%,30.06 Hg,10 mi,PM,2353,2400
20220222,1:53 PM,Scattered clouds,53,24 mph,Wind blowing from 280° West to East,45%,29.91 Hg,10 mi,PM,1353,1400
20220220,1:36 PM,Broken clouds,55,9 mph,Wind blowing from 260° West to East,72%,29.97 Hg,10 mi,PM,1336,1400
20220220,1:53 PM,Broken clouds,56,10 mph,Wind blowing from 270° West to East,70%,29.96 Hg,10 mi,PM,1353,1400
20220220,2:53 PM,Partly sunny,56,10 mph,Wind blowing from 270° West to East,67%,29.94 Hg,9 mi,PM,1453,1500
20220220,3:53 PM,Partly sunny,55,12 mph,Wind blowing from 260° West to East,72%,29.94 Hg,9 mi,PM,1553,1600
20220220,4:53 PM,Partly sunny,53,22 mph,Wind blowing from 260° West to East,74%,29.92 Hg,9 mi,PM,1653,1700
20220220,5:53 PM,Passing clouds,52,22 mph,Wind blowing from 260° West to East,75%,29.91 Hg,9 mi,PM,1753,1800
20220220,6:53 PM,Passing clouds,52,21 mph,Wind blowing from 270° West to East,72%,29.90 Hg,10 mi,PM,1853,1900
20220220,7:53 PM,Clear,51,17 mph,Wind blowing from 280° West to East,71%,29.92 Hg,10 mi,PM,1953,2000
20220220,8:53 PM,Clear,50,25 mph,Wind blowing from 280° West to East,74%,29.90 Hg,10 mi,PM,2053,2100
20220220,9:53 PM,Clear,50,15 mph,Wind blowing from 290° West-northwest to East-southeast,74%,29.93 Hg,10 mi,PM,2153,2200
20220220,10:53 PM,Passing clouds,49,14 mph,Wind blowing from 290° West-northwest to East-southeast,71%,29.93 Hg,10 mi,PM,2253,2300
20220220,11:53 PM,Clear,49,13 mph,Wind blowing from 280° West to East,69%,29.93 Hg,10 mi,PM,2353,2400
20220221,1:53 PM,Passing clouds,57,24 mph,Wind blowing from 280° West to East,49%,30.00 Hg,10 mi,PM,1353,1400
20220221,2:53 PM,Passing clouds,57,22 mph,Wind blowing from 290° West-northwest to East-southeast,47%,30.00 Hg,10 mi,PM,1453,1500
20220221,4:53 PM,Passing clouds,53,24 mph,Wind blowing from 280° West to East,61%,29.99 Hg,10 mi,PM,1653,1700
20220221,5:53 PM,Passing clouds,50,29 mph,Wind blowing from 280° West to East,68%,29.99 Hg,10 mi,PM,1753,1800
20220221,6:53 PM,Passing clouds,49,18 mph,Wind blowing from 290° West-northwest to East-southeast,74%,30.01 Hg,10 mi,PM,1853,1900
20220221,7:53 PM,Partly cloudy,50,14 mph,Wind blowing from 280° West to East,71%,30.01 Hg,10 mi,PM,1953,2000
20220221,8:53 PM,Passing clouds,50,18 mph,Wind blowing from 260° West to East,77%,30.00 Hg,10 mi,PM,2053,2100
20220221,9:53 PM,Passing clouds,49,21 mph,Wind blowing from 280° West to East,80%,30.01 Hg,10 mi,PM,2153,2200
20220221,10:53 PM,Light rain. Passing clouds,48,18 mph,Wind blowing from 290° West-northwest to East-southeast,80%,30.02 Hg,10 mi,PM,2253,2300
20220221,11:53 PM,Partly cloudy,48,15 mph,Wind blowing from 300° West-northwest to East-southeast,68%,30.01 Hg,10 mi,PM,2353,2400
20220222,2:53 PM,Scattered clouds,52,23 mph,Wind blowing from 280° West to East,49%,29.90 Hg,10 mi,PM,1453,1500
20220222,3:53 PM,Broken clouds,50,24 mph,Wind blowing from 280° West to East,48%,29.90 Hg,10 mi,PM,1553,1600
20220222,4:53 PM,Scattered clouds,50,21 mph,Wind blowing from 280° West to East,54%,29.89 Hg,10 mi,PM,1653,1700
20220222,5:53 PM,Broken clouds,47,10 mph,Wind blowing from 0° North to South,54%,29.90 Hg,10 mi,PM,1753,1800
20220222,6:53 PM,Partly cloudy,44,12 mph,Wind blowing from 320° Northwest to Southeast,63%,29.92 Hg,10 mi,PM,1853,1900
20220222,7:53 PM,Partly cloudy,43,6 mph,Wind blowing from 20° North-northeast to South-southwest,74%,29.93 Hg,10 mi,PM,1953,2000
20220222,8:53 PM,Passing clouds,41,3 mph,Wind blowing from 60° East-northeast to West-southwest,80%,29.93 Hg,10 mi,PM,2053,2100
20220222,9:53 PM,Passing clouds,40,6 mph,Wind blowing from 0° North to South,80%,29.96 Hg,10 mi,PM,2153,2200
20220222,10:53 PM,Passing clouds,41,6 mph,Wind blowing from 330° North-northwest to South-southeast,76%,29.96 Hg,10 mi,PM,2253,2300
20220222,11:53 PM,Passing clouds,40,7 mph,Wind blowing from 330° North-northwest to South-southeast,77%,29.96 Hg,10 mi,PM,2353,2400
20220223,1:53 PM,Sunny,54,16 mph,Wind blowing from 290° West-northwest to East-southeast,31%,30.12 Hg,10 mi,PM,1353,1400
20220223,2:53 PM,Passing clouds,54,15 mph,Wind blowing from 290° West-northwest to East-southeast,29%,30.13 Hg,10 mi,PM,1453,1500
20220223,3:53 PM,Passing clouds,54,15 mph,Wind blowing from 280° West to East,35%,30.14 Hg,10 mi,PM,1553,1600
20220223,4:53 PM,Sunny,52,17 mph,Wind blowing from 270° West to East,43%,30.15 Hg,10 mi,PM,1653,1700
20220223,5:53 PM,Sunny,50,15 mph,Wind blowing from 270° West to East,44%,30.18 Hg,10 mi,PM,1753,1800
20220223,6:53 PM,Clear,50,13 mph,Wind blowing from 280° West to East,46%,30.19 Hg,10 mi,PM,1853,1900
20220223,7:53 PM,Clear,48,7 mph,Wind blowing from 330° North-northwest to South-southeast,50%,30.20 Hg,10 mi,PM,1953,2000
20220224,2:53 PM,Scattered clouds,56,14 mph,Wind blowing from 280° West to East,55%,30.30 Hg,10 mi,PM,1453,1500
20220224,4:53 PM,Partly sunny,53,15 mph,Wind blowing from 280° West to East,55%,30.27 Hg,10 mi,PM,1653,1700
20220224,5:53 PM,Broken clouds,50,10 mph,Wind blowing from 280° West to East,61%,30.27 Hg,10 mi,PM,1753,1800
20220224,6:53 PM,Partly cloudy,49,9 mph,Wind blowing from 290° West-northwest to East-southeast,66%,30.27 Hg,10 mi,PM,1853,1900
20220224,7:53 PM,Partly cloudy,47,8 mph,Wind blowing from 300° West-northwest to East-southeast,71%,30.28 Hg,10 mi,PM,1953,2000
20220224,8:53 PM,Passing clouds,46,8 mph,Wind blowing from 300° West-northwest to East-southeast,73%,30.29 Hg,10 mi,PM,2053,2100
20220224,9:53 PM,Passing clouds,47,10 mph,Wind blowing from 290° West-northwest to East-southeast,74%,30.30 Hg,10 mi,PM,2153,2200
20220224,10:53 PM,Clear,45,6 mph,Wind blowing from 330° North-northwest to South-southeast,76%,30.30 Hg,10 mi,PM,2253,2300
20220224,11:53 PM,Clear,42,3 mph,Wind blowing from 0° North to South,79%,30.30 Hg,10 mi,PM,2353,2400
20220225,1:53 PM,Sunny,56,6 mph,Wind blowing from 270° West to East,46%,30.26 Hg,10 mi,PM,1353,1400
20220225,2:53 PM,Passing clouds,57,8 mph,Wind blowing from 260° West to East,34%,30.24 Hg,10 mi,PM,1453,1500
20220225,3:53 PM,Scattered clouds,58,8 mph,Wind blowing from 280° West to East,36%,30.25 Hg,10 mi,PM,1553,1600
20220225,4:53 PM,Scattered clouds,57,13 mph,Wind blowing from 280° West to East,55%,30.24 Hg,10 mi,PM,1653,1700
20220225,5:53 PM,Scattered clouds,52,9 mph,Wind blowing from 310° Northwest to Southeast,57%,30.25 Hg,10 mi,PM,1753,1800
20220225,6:53 PM,Passing clouds,52,13 mph,Wind blowing from 290° West-northwest to East-southeast,55%,30.28 Hg,10 mi,PM,1853,1900
20220225,7:53 PM,Passing clouds,50,7 mph,Wind blowing from 310° Northwest to Southeast,71%,30.28 Hg,10 mi,PM,1953,2000
20220225,8:53 PM,Passing clouds,50,No wind,Wind blowing from 0° North to South,66%,30.29 Hg,10 mi,PM,2053,2100
20220225,9:53 PM,Clear,44,No wind,Wind blowing from 0° North to South,82%,30.30 Hg,10 mi,PM,2153,2200
20220225,10:53 PM,Clear,42,3 mph,Wind blowing from 100° East to West,76%,30.30 Hg,10 mi,PM,2253,2300
20220225,11:53 PM,Clear,44,5 mph,Wind blowing from 110° East-southeast to West-northwest,73%,30.29 Hg,10 mi,PM,2353,2400
20220226,1:53 PM,Broken clouds,58,5 mph,Wind blowing from 0° North to South,54%,30.34 Hg,10 mi,PM,1353,1400
20220226,2:53 PM,Broken clouds,56,5 mph,Wind blowing from 280° West to East,55%,30.34 Hg,10 mi,PM,1453,1500
20220226,3:53 PM,Broken clouds,56,10 mph,Wind blowing from 280° West to East,60%,30.34 Hg,10 mi,PM,1553,1600
20220226,4:53 PM,Broken clouds,56,7 mph,Wind blowing from 320° Northwest to Southeast,49%,30.35 Hg,10 mi,PM,1653,1700
20220226,5:53 PM,Broken clouds,55,5 mph,Wind blowing from 350° North to South,45%,30.35 Hg,10 mi,PM,1753,1800
20220226,6:53 PM,Partly cloudy,54,3 mph,Wind blowing from 310° Northwest to Southeast,51%,30.37 Hg,10 mi,PM,1853,1900
20220226,7:53 PM,Mostly cloudy,54,3 mph,Wind blowing from 350° North to South,51%,30.38 Hg,10 mi,PM,1953,2000
20220226,8:53 PM,Mostly cloudy,51,No wind,Wind blowing from 0° North to South,66%,30.39 Hg,10 mi,PM,2053,2100
20220226,9:53 PM,Mostly cloudy,53,6 mph,Wind blowing from 140° Southeast to Northwest,56%,30.40 Hg,10 mi,PM,2153,2200
20220226,10:53 PM,Partly cloudy,51,5 mph,Wind blowing from 300° West-northwest to East-southeast,69%,30.39 Hg,10 mi,PM,2253,2300
20220226,11:53 PM,Passing clouds,48,No wind,Wind blowing from 0° North to South,77%,30.39 Hg,10 mi,PM,2353,2400
20220227,1:53 PM,Sunny,65,9 mph,Wind blowing from 300° West-northwest to East-southeast,39%,30.35 Hg,10 mi,PM,1353,1400
20220227,2:53 PM,Sunny,66,9 mph,Wind blowing from 310° Northwest to Southeast,37%,30.34 Hg,10 mi,PM,1453,1500
20220227,3:53 PM,Sunny,66,12 mph,Wind blowing from 300° West-northwest to East-southeast,34%,30.33 Hg,10 mi,PM,1553,1600
20220227,4:53 PM,Sunny,63,8 mph,Wind blowing from 300° West-northwest to East-southeast,43%,30.32 Hg,10 mi,PM,1653,1700
20220227,5:53 PM,Sunny,59,6 mph,Wind blowing from 280° West to East,58%,30.32 Hg,10 mi,PM,1753,1800
20220227,6:53 PM,Clear,57,3 mph,Wind blowing from 310° Northwest to Southeast,49%,30.32 Hg,10 mi,PM,1853,1900
20220227,7:53 PM,Clear,54,No wind,Wind blowing from 0° North to South,69%,30.33 Hg,10 mi,PM,1953,2000
20220227,8:53 PM,Clear,55,6 mph,Wind blowing from 300° West-northwest to East-southeast,62%,30.35 Hg,10 mi,PM,2053,2100
20220227,9:53 PM,Clear,53,No wind,Wind blowing from 0° North to South,61%,30.36 Hg,10 mi,PM,2153,2200
20220227,10:53 PM,Clear,48,No wind,Wind blowing from 0° North to South,83%,30.37 Hg,10 mi,PM,2253,2300
20220227,11:53 PM,Clear,50,5 mph,Wind blowing from 160° South-southeast to North-northwest,77%,30.34 Hg,10 mi,PM,2353,2400
20220228,1:53 PM,Passing clouds,66,9 mph,Wind blowing from 300° West-northwest to East-southeast,37%,30.24 Hg,10 mi,PM,1353,1400
20220228,2:53 PM,Scattered clouds,71,10 mph,Wind blowing from 300° West-northwest to East-southeast,32%,30.22 Hg,10 mi,PM,1453,1500
20220228,3:53 PM,Broken clouds,69,10 mph,Wind blowing from 310° Northwest to Southeast,35%,30.21 Hg,10 mi,PM,1553,1600
20220228,4:53 PM,Broken clouds,66,7 mph,Wind blowing from 290° West-northwest to East-southeast,47%,30.20 Hg,10 mi,PM,1653,1700
20220228,5:53 PM,Broken clouds,61,6 mph,Wind blowing from 290° West-northwest to East-southeast,58%,30.20 Hg,10 mi,PM,1753,1800
20220228,6:53 PM,Passing clouds,58,5 mph,Wind blowing from 310° Northwest to Southeast,65%,30.23 Hg,10 mi,PM,1853,1900
20220228,11:53 PM,Passing clouds,50,No wind,Wind blowing from 0° North to South,93%,30.27 Hg,10 mi,PM,2353,2400
20220301,1:53 PM,Partly sunny,64,8 mph,Wind blowing from 260° West to East,61%,30.16 Hg,10 mi,PM,1353,1400
20220301,2:53 PM,Broken clouds,63,9 mph,Wind blowing from 270° West to East,65%,30.15 Hg,10 mi,PM,1453,1500
20220301,3:53 PM,Broken clouds,63,10 mph,Wind blowing from 290° West-northwest to East-southeast,65%,30.15 Hg,10 mi,PM,1553,1600
20220301,4:53 PM,Broken clouds,63,7 mph,Wind blowing from 280° West to East,65%,30.14 Hg,10 mi,PM,1653,1700
20220301,5:53 PM,Broken clouds,59,10 mph,Wind blowing from 270° West to East,75%,30.15 Hg,10 mi,PM,1753,1800
20220301,6:53 PM,Partly cloudy,57,5 mph,Wind blowing from 300° West-northwest to East-southeast,81%,30.16 Hg,10 mi,PM,1853,1900
20220301,7:53 PM,Passing clouds,55,10 mph,Wind blowing from 270° West to East,83%,30.17 Hg,10 mi,PM,1953,2000
20220301,8:53 PM,Passing clouds,54,7 mph,Wind blowing from 280° West to East,90%,30.19 Hg,10 mi,PM,2053,2100
20220301,9:53 PM,Passing clouds,53,7 mph,Wind blowing from 280° West to East,89%,30.17 Hg,10 mi,PM,2153,2200
20220301,10:53 PM,Passing clouds,52,8 mph,Wind blowing from 270° West to East,93%,30.18 Hg,10 mi,PM,2253,2300
20220301,11:53 PM,Fog,51,No wind,Wind blowing from 0° North to South,92%,30.16 Hg,10 mi,PM,2353,2400
20220302,1:53 PM,Broken clouds,65,6 mph,Wind blowing from 270° West to East,56%,30.05 Hg,10 mi,PM,1353,1400
20220302,2:53 PM,Broken clouds,65,6 mph,Wind blowing from 270° West to East,56%,30.04 Hg,10 mi,PM,1453,1500
20220302,3:53 PM,Broken clouds,62,7 mph,Wind blowing from 250° West-southwest to East-northeast,62%,30.03 Hg,10 mi,PM,1553,1600
20220302,4:53 PM,Broken clouds,60,9 mph,Wind blowing from 270° West to East,67%,30.02 Hg,10 mi,PM,1653,1700
20220302,5:53 PM,Broken clouds,58,8 mph,Wind blowing from 270° West to East,72%,30.01 Hg,10 mi,PM,1753,1800
20220302,6:53 PM,Partly cloudy,57,5 mph,Wind blowing from 280° West to East,78%,30.01 Hg,10 mi,PM,1853,1900
20220302,7:53 PM,Passing clouds,55,6 mph,Wind blowing from 290° West-northwest to East-southeast,80%,30.01 Hg,10 mi,PM,1953,2000
20220302,8:53 PM,Passing clouds,53,7 mph,Wind blowing from 300° West-northwest to East-southeast,86%,30.01 Hg,10 mi,PM,2053,2100
20220302,9:53 PM,Passing clouds,53,6 mph,Wind blowing from 300° West-northwest to East-southeast,89%,30.01 Hg,10 mi,PM,2153,2200
20220302,10:53 PM,Fog,51,3 mph,Wind blowing from 40° Northeast to Southwest,89%,30.01 Hg,10 mi,PM,2253,2300
20220302,11:53 PM,Fog,51,No wind,Wind blowing from 0° North to South,92%,29.99 Hg,10 mi,PM,2353,2400
20220303,1:53 PM,More clouds than sun,55,7 mph,Wind blowing from 310° Northwest to Southeast,80%,29.88 Hg,10 mi,PM,1353,1400
20220303,2:53 PM,Light rain. Mostly cloudy,55,7 mph,Wind blowing from 350° North to South,80%,29.87 Hg,10 mi,PM,1453,1500
20220303,3:53 PM,Light rain. Cloudy,56,7 mph,Wind blowing from 270° West to East,81%,29.86 Hg,10 mi,PM,1553,1600
20220303,4:53 PM,Cloudy,55,6 mph,Wind blowing from 300° West-northwest to East-southeast,77%,29.86 Hg,10 mi,PM,1653,1700
20220303,5:53 PM,Cloudy,55,3 mph,Wind blowing from 310° Northwest to Southeast,77%,29.86 Hg,10 mi,PM,1753,1800
20220303,6:53 PM,Light rain. Overcast,54,7 mph,Wind blowing from 300° West-northwest to East-southeast,83%,29.85 Hg,10 mi,PM,1853,1900
20220303,7:53 PM,Light rain. Mostly cloudy,53,No wind,Wind blowing from 0° North to South,89%,29.88 Hg,10 mi,PM,1953,2000
20220303,8:53 PM,Light rain. Mostly cloudy,53,9 mph,Wind blowing from 290° West-northwest to East-southeast,86%,29.88 Hg,10 mi,PM,2053,2100
20220303,9:53 PM,Mostly cloudy,53,No wind,Wind blowing from 0° North to South,89%,29.89 Hg,10 mi,PM,2153,2200
20220303,10:53 PM,Passing clouds,54,5 mph,Wind blowing from 200° South-southwest to North-northeast,86%,29.89 Hg,10 mi,PM,2253,2300
20220303,11:53 PM,Partly cloudy,53,8 mph,Wind blowing from 190° South to North,89%,29.90 Hg,10 mi,PM,2353,2400
20220304,1:53 PM,Passing clouds,58,24 mph,Wind blowing from 280° West to East,58%,29.98 Hg,10 mi,PM,1353,1400
20220304,2:53 PM,Passing clouds,56,33 mph,Wind blowing from 280° West to East,60%,29.98 Hg,10 mi,PM,1453,1500
20220304,3:53 PM,Passing clouds,54,33 mph,Wind blowing from 280° West to East,55%,29.99 Hg,10 mi,PM,1553,1600
20220304,4:53 PM,Passing clouds,52,35 mph,Wind blowing from 280° West to East,59%,29.99 Hg,10 mi,PM,1653,1700
20220304,5:53 PM,Passing clouds,50,31 mph,Wind blowing from 280° West to East,66%,30.02 Hg,10 mi,PM,1753,1800
20220304,6:53 PM,Passing clouds,49,30 mph,Wind blowing from 280° West to East,64%,30.05 Hg,10 mi,PM,1853,1900
20220304,10:53 PM,Passing clouds,47,14 mph,Wind blowing from 280° West to East,74%,30.06 Hg,10 mi,PM,2253,2300
20220304,11:53 PM,Passing clouds,47,14 mph,Wind blowing from 290° West-northwest to East-southeast,80%,30.05 Hg,10 mi,PM,2353,2400
20220305,1:53 PM,Scattered clouds,57,16 mph,Wind blowing from 280° West to East,41%,30.10 Hg,10 mi,PM,1353,1400
20220305,2:53 PM,Scattered clouds,57,14 mph,Wind blowing from 290° West-northwest to East-southeast,41%,30.11 Hg,10 mi,PM,1453,1500
20220305,4:53 PM,Passing clouds,55,17 mph,Wind blowing from 260° West to East,59%,30.12 Hg,10 mi,PM,1653,1700
20220305,5:53 PM,Sunny,54,13 mph,Wind blowing from 280° West to East,59%,30.13 Hg,10 mi,PM,1753,1800
20220305,6:53 PM,Clear,51,7 mph,Wind blowing from 300° West-northwest to East-southeast,66%,30.14 Hg,10 mi,PM,1853,1900
20220305,7:53 PM,Clear,51,8 mph,Wind blowing from 290° West-northwest to East-southeast,74%,30.16 Hg,10 mi,PM,1953,2000
20220306,2:53 PM,Passing clouds,59,18 mph,Wind blowing from 270° West to East,58%,30.25 Hg,10 mi,PM,1453,1500
20220306,3:53 PM,Passing clouds,57,17 mph,Wind blowing from 270° West to East,60%,30.25 Hg,10 mi,PM,1553,1600
20220306,4:53 PM,Sunny,54,16 mph,Wind blowing from 270° West to East,67%,30.26 Hg,10 mi,PM,1653,1700
20220306,5:53 PM,Sunny,52,9 mph,Wind blowing from 290° West-northwest to East-southeast,72%,30.27 Hg,10 mi,PM,1753,1800
